timestamp,demand_forecast_mw
2023-01-19 05:00:00,146.44397
2023-01-19 06:00:00,146.3121
2023-01-19 07:00:00,146.58269
2023-01-19 08:00:00,146.77408
2023-01-19 09:00:00,146.77408
2023-01-19 10:00:00,147.07118
2023-01-19 11:00:00,146.87979
2023-01-19 12:00:00,146.87979
2023-01-19 13:00:00,147.024
2023-01-19 14:00:00,146.83261
2023-01-19 15:00:00,147.024
2023-01-19 16:00:00,147.024
2023-01-19 17:00:00,147.024
2023-01-19 18:00:00,146.83261
2023-01-19 19:00:00,147.024
2023-01-19 20:00:00,147.024
2023-01-19 21:00:00,146.83261
2023-01-19 22:00:00,147.2115
2023-01-19 23:00:00,147.4029
2023-01-20 00:00:00,145.15535
2023-01-20 01:00:00,145.40149
2023-01-20 02:00:00,145.40149
2023-01-20 03:00:00,145.61688
2023-01-20 04:00:00,146.70323
2023-01-20 05:00:00,146.76974
2023-01-20 06:00:00,146.75688
2023-01-20 07:00:00,147.24286
2023-01-20 08:00:00,147.02747
2023-01-20 09:00:00,147.02747
2023-01-20 10:00:00,147.32457
2023-01-20 11:00:00,147.53996
2023-01-20 12:00:00,147.32457
2023-01-20 13:00:00,147.27739
2023-01-20 14:00:00,147.27739
2023-01-20 15:00:00,147.27739
2023-01-20 16:00:00,147.27739
2023-01-20 17:00:00,147.49278
2023-01-20 18:00:00,147.49278
2023-01-20 19:00:00,147.27739
2023-01-20 20:00:00,147.49278
2023-01-20 21:00:00,147.27739
2023-01-20 22:00:00,147.87167
2023-01-20 23:00:00,147.5551
2023-01-21 00:00:00,148.41873
2023-01-21 01:00:00,149.09566
2023-01-21 02:00:00,148.88026
2023-01-21 03:00:00,148.88026
2023-01-21 04:00:00,150.182
2023-01-21 05:00:00,149.82895
2023-01-21 06:00:00,149.82895
2023-01-21 07:00:00,150.09953
2023-01-21 08:00:00,150.09953
2023-01-21 09:00:00,150.09953
2023-01-21 10:00:00,150.31493
2023-01-21 11:00:00,150.09953
2023-01-21 12:00:00,150.09953
2023-01-21 13:00:00,150.05235
2023-01-21 14:00:00,150.26775
2023-01-21 15:00:00,150.05235
2023-01-21 16:00:00,150.05235
2023-01-21 17:00:00,150.05235
2023-01-21 18:00:00,150.26775
2023-01-21 19:00:00,150.26775
2023-01-21 20:00:00,150.26775
2023-01-21 21:00:00,150.05235
2023-01-21 22:00:00,150.64664
2023-01-21 23:00:00,150.33006
2023-01-22 00:00:00,145.60814
2023-01-22 01:00:00,146.06967
2023-01-22 02:00:00,146.06967
2023-01-22 03:00:00,146.06967
2023-01-22 04:00:00,147.37141
2023-01-22 05:00:00,147.37141
2023-01-22 06:00:00,147.37141
2023-01-22 07:00:00,147.85739
2023-01-22 08:00:00,147.642
2023-01-22 09:00:00,147.85739
2023-01-22 10:00:00,147.85739
2023-01-22 11:00:00,147.85739
2023-01-22 12:00:00,147.642
2023-01-22 13:00:00,147.59482
2023-01-22 14:00:00,147.59482
2023-01-22 15:00:00,147.59482
2023-01-22 16:00:00,147.59482
2023-01-22 17:00:00,147.59482
2023-01-22 18:00:00,147.59482
2023-01-22 19:00:00,147.59482
2023-01-22 20:00:00,147.59482
2023-01-22 21:00:00,147.59482
2023-01-22 22:00:00,147.97371
2023-01-22 23:00:00,148.08792
2023-01-23 00:00:00,136.62975
2023-01-23 01:00:00,136.89989
2023-01-23 02:00:00,136.89989
2023-01-23 03:00:00,137.09128
2023-01-23 04:00:00,138.39302
2023-01-23 05:00:00,138.26814
2023-01-23 06:00:00,138.42363
2023-01-23 07:00:00,138.50282
2023-01-23 08:00:00,138.50282
2023-01-23 09:00:00,138.69421
2023-01-23 10:00:00,138.79993
2023-01-23 11:00:00,138.79993
2023-01-23 12:00:00,138.79993
2023-01-23 13:00:00,138.75275
2023-01-23 14:00:00,138.94414
2023-01-23 15:00:00,138.94414
2023-01-23 16:00:00,138.75275
2023-01-23 17:00:00,138.94414
2023-01-23 18:00:00,138.75275
2023-01-23 19:00:00,138.75275
2023-01-23 20:00:00,138.75275
2023-01-23 21:00:00,138.75275
2023-01-23 22:00:00,139.32303
2023-01-23 23:00:00,139.13164
2023-01-24 00:00:00,139.2174
2023-01-24 01:00:00,139.67894
2023-01-24 02:00:00,139.67894
2023-01-24 03:00:00,139.67894
2023-01-24 04:00:00,140.98068
2023-01-24 05:00:00,140.8558
2023-01-24 06:00:00,141.01129
2023-01-24 07:00:00,141.28188
2023-01-24 08:00:00,141.28188
2023-01-24 09:00:00,141.28188
2023-01-24 10:00:00,141.57898
2023-01-24 11:00:00,141.38759
2023-01-24 12:00:00,141.38759
2023-01-24 13:00:00,141.34041
2023-01-24 14:00:00,141.5318
2023-01-24 15:00:00,141.34041
2023-01-24 16:00:00,141.5318
2023-01-24 17:00:00,141.5318
2023-01-24 18:00:00,141.34041
2023-01-24 19:00:00,141.5318
2023-01-24 20:00:00,141.5318
2023-01-24 21:00:00,141.34041
2023-01-24 22:00:00,141.91069
2023-01-24 23:00:00,141.91069
2023-01-25 00:00:00,144.42279
2023-01-25 01:00:00,144.82271
2023-01-25 02:00:00,144.88432
2023-01-25 03:00:00,144.88432
2023-01-25 04:00:00,146.18607
2023-01-25 05:00:00,146.25258
2023-01-25 06:00:00,146.5035
2023-01-25 07:00:00,146.58269
2023-01-25 08:00:00,146.58269
2023-01-25 09:00:00,146.77408
2023-01-25 10:00:00,147.07118
2023-01-25 11:00:00,147.06273
2023-01-25 12:00:00,147.07118
2023-01-25 13:00:00,146.83261
2023-01-25 14:00:00,146.83261
2023-01-25 15:00:00,146.83261
2023-01-25 16:00:00,146.83261
2023-01-25 17:00:00,146.83261
2023-01-25 18:00:00,146.83261
2023-01-25 19:00:00,146.83261
2023-01-25 20:00:00,146.83261
2023-01-25 21:00:00,146.83261
2023-01-25 22:00:00,147.2115
2023-01-25 23:00:00,147.2115
2023-01-26 00:00:00,144.42279
2023-01-26 01:00:00,145.07571
2023-01-26 02:00:00,145.07571
2023-01-26 03:00:00,144.88432
2023-01-26 04:00:00,146.18607
2023-01-26 05:00:00,146.25258
2023-01-26 06:00:00,146.5035
2023-01-26 07:00:00,146.58269
2023-01-26 08:00:00,146.77408
2023-01-26 09:00:00,146.58269
2023-01-26 10:00:00,147.07118
2023-01-26 11:00:00,146.87979
2023-01-26 12:00:00,146.87979
2023-01-26 13:00:00,147.024
2023-01-26 14:00:00,147.024
2023-01-26 15:00:00,146.83261
2023-01-26 16:00:00,146.83261
2023-01-26 17:00:00,147.024
2023-01-26 18:00:00,147.024
2023-01-26 19:00:00,147.024
2023-01-26 20:00:00,146.94112
2023-01-26 21:00:00,147.024
2023-01-26 22:00:00,147.4029
2023-01-26 23:00:00,147.4029
2023-01-27 00:00:00,144.93996
2023-01-27 01:00:00,145.61688
2023-01-27 02:00:00,145.40149
2023-01-27 03:00:00,145.40149
2023-01-27 04:00:00,146.70323
2023-01-27 05:00:00,146.76974
2023-01-27 06:00:00,146.75688
2023-01-27 07:00:00,147.24286
2023-01-27 08:00:00,147.02747
2023-01-27 09:00:00,147.02747
2023-01-27 10:00:00,147.53996
2023-01-27 11:00:00,147.53996
2023-01-27 12:00:00,147.32457
2023-01-27 13:00:00,147.27739
2023-01-27 14:00:00,147.27739
2023-01-27 15:00:00,147.27739
2023-01-27 16:00:00,147.49278
2023-01-27 17:00:00,147.49278
2023-01-27 18:00:00,147.49278
2023-01-27 19:00:00,147.49278
2023-01-27 20:00:00,147.49278
2023-01-27 21:00:00,147.27739
2023-01-27 22:00:00,147.87167
2023-01-27 23:00:00,147.5551
2023-01-28 00:00:00,148.41873
2023-01-28 01:00:00,149.09566
2023-01-28 02:00:00,148.88026
2023-01-28 03:00:00,149.09566
2023-01-28 04:00:00,150.182
2023-01-28 05:00:00,149.82895
2023-01-28 06:00:00,149.82895
2023-01-28 07:00:00,150.31493
2023-01-28 08:00:00,150.09953
2023-01-28 09:00:00,150.09953
2023-01-28 10:00:00,150.09953
2023-01-28 11:00:00,150.31493
2023-01-28 12:00:00,150.09953
2023-01-28 13:00:00,150.26775
2023-01-28 14:00:00,150.26775
2023-01-28 15:00:00,150.05235
2023-01-28 16:00:00,150.05235
2023-01-28 17:00:00,150.26775
2023-01-28 18:00:00,150.05235
2023-01-28 19:00:00,150.05235
2023-01-28 20:00:00,150.05235
2023-01-28 21:00:00,150.26775
2023-01-28 22:00:00,150.64664
2023-01-28 23:00:00,150.33006
2023-01-29 00:00:00,145.60814
2023-01-29 01:00:00,146.28506
2023-01-29 02:00:00,146.28506
2023-01-29 03:00:00,146.06967
2023-01-29 04:00:00,147.37141
2023-01-29 05:00:00,147.37141
2023-01-29 06:00:00,147.37141
2023-01-29 07:00:00,147.642
2023-01-29 08:00:00,147.642
2023-01-29 09:00:00,147.642
2023-01-29 10:00:00,147.85739
2023-01-29 11:00:00,147.85739
2023-01-29 12:00:00,147.642
2023-01-29 13:00:00,147.59482
2023-01-29 14:00:00,147.59482
2023-01-29 15:00:00,147.81021
2023-01-29 16:00:00,147.81021
2023-01-29 17:00:00,147.59482
2023-01-29 18:00:00,147.59482
2023-01-29 19:00:00,147.81021
2023-01-29 20:00:00,147.81021
2023-01-29 21:00:00,147.59482
2023-01-29 22:00:00,147.97371
2023-01-29 23:00:00,147.87253
2023-01-30 00:00:00,136.43835
